,poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,cycle,office_type,seat_name,seat_number,election_date,stage,party,pct,answer,candidate_name,candidate_id,race_id,nationwide_match,ranked_choice_reallocated,hypothetical
14,08d5ce20-c102-440e-b8a4-dbfe88c09d60,530091d3-1f98-43b8-8b9f-4a2bff415234,The Bullfinch Group,,,The Bullfinch Group,692.0,The Bullfinch Group,,,,,US,8/14/26,8/17/26,,,,e92b7171-f1bb-4118-852b-1a50aa43fce8,1200.0,a,,a,,8/18/26 12:50,,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-4,,,,,,,2026,U.S. House,,,2026-11-03,general,REP,35.0,Republican,Generic Republican,97a3a951-7de9-49d7-b305-e6f1797d0217,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
15,08d5ce20-c102-440e-b8a4-dbfe88c09d60,530091d3-1f98-43b8-8b9f-4a2bff415234,The Bullfinch Group,,,The Bullfinch Group,692.0,The Bullfinch Group,,,,,US,8/14/26,8/17/26,,,,e92b7171-f1bb-4118-852b-1a50aa43fce8,1200.0,a,,a,,8/18/26 12:50,,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-4,,,,,,,2026,U.S. House,,,2026-11-03,general,DEM,40.0,Democrat,Generic Democrat,d73e9669-a0c1-41c3-b768-9e0355cf5fec,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
16,1829e6b0-3125-4a15-bde3-e7d5cf352a85,95b8d0dc-dc24-45b4-8e0c-b9a7db712166,Capital Strategic Partners,3c777dae-523e-4094-948d-5c10a51bc87b,Stand for Freedom PAC,Capital Strategic Partners,,,,,Text/Live Phone,,FL,8/14/26,8/15/26,,,,b44fa278-d663-4ee5-8331-129cecca3b7f,901.0,lv,r,lv-r,,8/18/26 11:31,,https://floridapolitics.com/archives/814419-new-poll-has-ryan-elijah-with-edge-over-cory-mills/,,,,,,REP,2026,U.S. House,Seventh Congressional District,7.0,2026-08-18,primary,NONE,19.0,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,5b17c70a-2301-45cb-9ddd-8fd33fc64f6d,,,
17,1829e6b0-3125-4a15-bde3-e7d5cf352a85,95b8d0dc-dc24-45b4-8e0c-b9a7db712166,Capital Strategic Partners,3c777dae-523e-4094-948d-5c10a51bc87b,Stand for Freedom PAC,Capital Strategic Partners,,,,,Text/Live Phone,,FL,8/14/26,8/15/26,,,,b44fa278-d663-4ee5-8331-129cecca3b7f,901.0,lv,r,lv-r,,8/18/26 11:31,,https://floridapolitics.com/archives/814419-new-poll-has-ryan-elijah-with-edge-over-cory-mills/,,,,,,REP,2026,U.S. House,Seventh Congressional District,7.0,2026-08-18,primary,NONE,10.0,Someone else,Someone else,d23503df-ca4b-41e0-807f-67f2629609ac,5b17c70a-2301-45cb-9ddd-8fd33fc64f6d,,,
18,1829e6b0-3125-4a15-bde3-e7d5cf352a85,95b8d0dc-dc24-45b4-8e0c-b9a7db712166,Capital Strategic Partners,3c777dae-523e-4094-948d-5c10a51bc87b,Stand for Freedom PAC,Capital Strategic Partners,,,,,Text/Live Phone,,FL,8/14/26,8/15/26,,,,b44fa278-d663-4ee5-8331-129cecca3b7f,901.0,lv,r,lv-r,,8/18/26 11:31,,https://floridapolitics.com/archives/814419-new-poll-has-ryan-elijah-with-edge-over-cory-mills/,,,,,,REP,2026,U.S. House,Seventh Congressional District,7.0,2026-08-18,primary,REP,27.0,Mills (Cory),Cory Mills,042deac2-659a-47ff-af77-09c53160ea8a,5b17c70a-2301-45cb-9ddd-8fd33fc64f6d,,,
19,1829e6b0-3125-4a15-bde3-e7d5cf352a85,95b8d0dc-dc24-45b4-8e0c-b9a7db712166,Capital Strategic Partners,3c777dae-523e-4094-948d-5c10a51bc87b,Stand for Freedom PAC,Capital Strategic Partners,,,,,Text/Live Phone,,FL,8/14/26,8/15/26,,,,b44fa278-d663-4ee5-8331-129cecca3b7f,901.0,lv,r,lv-r,,8/18/26 11:31,,https://floridapolitics.com/archives/814419-new-poll-has-ryan-elijah-with-edge-over-cory-mills/,,,,,,REP,2026,U.S. House,Seventh Congressional District,7.0,2026-08-18,primary,REP,44.0,Elijah,Ryan Elijah,1f8cf6bf-7e99-42d6-8909-4fa05e3ab685,5b17c70a-2301-45cb-9ddd-8fd33fc64f6d,,,
20,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,7f79bf3f-6813-41e2-954e-2e02bdd3921a,1449.0,rv,,rv,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,NONE,2.0,Would not vote,Would not vote,2161fbf6-e73e-4930-ab2e-e531b2df05e4,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
21,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,7f79bf3f-6813-41e2-954e-2e02bdd3921a,1449.0,rv,,rv,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,NONE,11.0,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
22,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,7f79bf3f-6813-41e2-954e-2e02bdd3921a,1449.0,rv,,rv,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,NONE,1.0,Someone else,Someone else,d23503df-ca4b-41e0-807f-67f2629609ac,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
23,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,7f79bf3f-6813-41e2-954e-2e02bdd3921a,1449.0,rv,,rv,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,REP,39.0,Republican,Generic Republican,97a3a951-7de9-49d7-b305-e6f1797d0217,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
24,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,7f79bf3f-6813-41e2-954e-2e02bdd3921a,1449.0,rv,,rv,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,DEM,46.0,Democrat,Generic Democrat,d73e9669-a0c1-41c3-b768-9e0355cf5fec,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
25,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,d4b4e283-fb77-495d-81ee-4de717bcd48d,1610.0,a,,a,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,NONE,16.0,Would not vote,Would not vote,2161fbf6-e73e-4930-ab2e-e531b2df05e4,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
26,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,d4b4e283-fb77-495d-81ee-4de717bcd48d,1610.0,a,,a,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,NONE,13.0,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
27,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,d4b4e283-fb77-495d-81ee-4de717bcd48d,1610.0,a,,a,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,NONE,1.0,Someone else,Someone else,d23503df-ca4b-41e0-807f-67f2629609ac,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
28,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,d4b4e283-fb77-495d-81ee-4de717bcd48d,1610.0,a,,a,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,REP,32.0,Republican,Generic Republican,97a3a951-7de9-49d7-b305-e6f1797d0217,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
29,74fbeab8-c73a-4da3-a902-d32fcb8f7128,59ef5d62-c6ba-41a3-b2cd-24b8543e62b9,YouGov,146144a2-08d6-4c6b-b912-f067ed647252,Economist,YouGov,391.0,YouGov,,,Nonprobability Panel,,US,8/14/26,8/17/26,,,,d4b4e283-fb77-495d-81ee-4de717bcd48d,1610.0,a,,a,,8/18/26 09:09,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZMy1Zxu.pdf,,,,,,,2026,U.S. House,,,2026-11-03,general,DEM,39.0,Democrat,Generic Democrat,d73e9669-a0c1-41c3-b768-9e0355cf5fec,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
30,0f1cc4c4-766a-4f41-ae8a-883bead44d23,b51515b6-b7a2-4ea6-a97d-f7e96c5aff62,Expedition Strategies,,,Expedition Strategies,409.0,Expedition Strategies,,,,,VA,7/29/26,8/1/26,,Tom Perriello,DEM,a01ec9c0-5a01-4693-bebd-b910d9d1fa11,602.0,lv,,lv,,8/18/26 08:57,,https://www.tomperriello.com/news/new-poll-perriello-moves-virginias-5th-district-into-a-toss-up-race?source=d715b73c-1e5d-4e06-99fb-ef4a95e22fd4,,,,,,DEM,2026,U.S. House,Fifth Congressional District,5.0,2026-11-03,general,NONE,9.0,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,9172b6a3-f2ac-4630-855a-e7a73a90babf,,,
31,0f1cc4c4-766a-4f41-ae8a-883bead44d23,b51515b6-b7a2-4ea6-a97d-f7e96c5aff62,Expedition Strategies,,,Expedition Strategies,409.0,Expedition Strategies,,,,,VA,7/29/26,8/1/26,,Tom Perriello,DEM,a01ec9c0-5a01-4693-bebd-b910d9d1fa11,602.0,lv,,lv,,8/18/26 08:57,,https://www.tomperriello.com/news/new-poll-perriello-moves-virginias-5th-district-into-a-toss-up-race?source=d715b73c-1e5d-4e06-99fb-ef4a95e22fd4,,,,,,DEM,2026,U.S. House,Fifth Congressional District,5.0,2026-11-03,general,REP,47.0,McGuire (John),John McGuire,7d2f3ec5-ab85-4ed4-afe5-762e74542384,9172b6a3-f2ac-4630-855a-e7a73a90babf,,,
32,0f1cc4c4-766a-4f41-ae8a-883bead44d23,b51515b6-b7a2-4ea6-a97d-f7e96c5aff62,Expedition Strategies,,,Expedition Strategies,409.0,Expedition Strategies,,,,,VA,7/29/26,8/1/26,,Tom Perriello,DEM,a01ec9c0-5a01-4693-bebd-b910d9d1fa11,602.0,lv,,lv,,8/18/26 08:57,,https://www.tomperriello.com/news/new-poll-perriello-moves-virginias-5th-district-into-a-toss-up-race?source=d715b73c-1e5d-4e06-99fb-ef4a95e22fd4,,,,,,DEM,2026,U.S. House,Fifth Congressional District,5.0,2026-11-03,general,DEM,44.0,Perriello,Tom Perriello,7e3727ab-3705-453c-b110-bdf7e7acf4d8,9172b6a3-f2ac-4630-855a-e7a73a90babf,,,
33,8acaa8b6-9ec6-4f7c-a082-1fe603612a01,fa85d572-6e60-49f3-b545-d0181fa13717,Embold Research,abb7e65c-4d3c-46bc-bebe-7c2eee34198b,Salve Regina University Pell Center for International Relations and Public Policy,Embold Research,48.0,Change Research,,,Text-to-Web/Online Ad,,RI,8/3/26,8/11/26,,,,dff392e4-1acd-4fdf-b673-c27d63ecff92,,lv,r,lv-r,,8/18/26 08:27,,https://salve.edu/news/news-listing/new-survey-results-foulkes-leads-mckee-governors-race-reed-holds-strong-senate-lead-while-other,,,,,,,2026,U.S. House,Second Congressional District,2.0,2026-09-09,primary,NONE,0.71,Would not vote,Would not vote,2161fbf6-e73e-4930-ab2e-e531b2df05e4,2cba9b6b-a4ec-42c2-b36e-b502cc553f54,,,
34,8acaa8b6-9ec6-4f7c-a082-1fe603612a01,fa85d572-6e60-49f3-b545-d0181fa13717,Embold Research,abb7e65c-4d3c-46bc-bebe-7c2eee34198b,Salve Regina University Pell Center for International Relations and Public Policy,Embold Research,48.0,Change Research,,,Text-to-Web/Online Ad,,RI,8/3/26,8/11/26,,,,dff392e4-1acd-4fdf-b673-c27d63ecff92,,lv,r,lv-r,,8/18/26 08:27,,https://salve.edu/news/news-listing/new-survey-results-foulkes-leads-mckee-governors-race-reed-holds-strong-senate-lead-while-other,,,,,,,2026,U.S. House,Second Congressional District,2.0,2026-09-09,primary,NONE,48.46,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,2cba9b6b-a4ec-42c2-b36e-b502cc553f54,,,
35,8acaa8b6-9ec6-4f7c-a082-1fe603612a01,fa85d572-6e60-49f3-b545-d0181fa13717,Embold Research,abb7e65c-4d3c-46bc-bebe-7c2eee34198b,Salve Regina University Pell Center for International Relations and Public Policy,Embold Research,48.0,Change Research,,,Text-to-Web/Online Ad,,RI,8/3/26,8/11/26,,,,dff392e4-1acd-4fdf-b673-c27d63ecff92,,lv,r,lv-r,,8/18/26 08:27,,https://salve.edu/news/news-listing/new-survey-results-foulkes-leads-mckee-governors-race-reed-holds-strong-senate-lead-while-other,,,,,,,2026,U.S. House,Second Congressional District,2.0,2026-09-09,primary,REP,22.02,Mellor,Victor Mellor,38a451dd-9f36-4b26-bec5-2fc5ade42a53,2cba9b6b-a4ec-42c2-b36e-b502cc553f54,,,
36,8acaa8b6-9ec6-4f7c-a082-1fe603612a01,fa85d572-6e60-49f3-b545-d0181fa13717,Embold Research,abb7e65c-4d3c-46bc-bebe-7c2eee34198b,Salve Regina University Pell Center for International Relations and Public Policy,Embold Research,48.0,Change Research,,,Text-to-Web/Online Ad,,RI,8/3/26,8/11/26,,,,dff392e4-1acd-4fdf-b673-c27d63ecff92,,lv,r,lv-r,,8/18/26 08:27,,https://salve.edu/news/news-listing/new-survey-results-foulkes-leads-mckee-governors-race-reed-holds-strong-senate-lead-while-other,,,,,,,2026,U.S. House,Second Congressional District,2.0,2026-09-09,primary,REP,28.82,Skoly,Stephen Skoly,922e77c4-b47c-48cc-bf59-81be1351f8ee,2cba9b6b-a4ec-42c2-b36e-b502cc553f54,,,
37,15d4b925-e230-4a00-a133-bb432fcaf52f,a6ab99b0-9d30-4a77-bbe7-03c9a3566a22,Ipsos,3dc40107-581b-4428-94a4-00d603640476,Reuters,Ipsos,154.0,Ipsos,,,,,US,8/14/26,8/17/26,,,,77e997be-e17e-4b24-9136-7a2c0087dce0,876.0,rv,,rv,,8/17/26 14:55,,https://www.reuters.com/data/trumps-approval-rating-2025-01-21/,,,,,,,2026,U.S. House,,,2026-11-03,general,NONE,4.0,Would not vote,Would not vote,2161fbf6-e73e-4930-ab2e-e531b2df05e4,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
38,15d4b925-e230-4a00-a133-bb432fcaf52f,a6ab99b0-9d30-4a77-bbe7-03c9a3566a22,Ipsos,3dc40107-581b-4428-94a4-00d603640476,Reuters,Ipsos,154.0,Ipsos,,,,,US,8/14/26,8/17/26,,,,77e997be-e17e-4b24-9136-7a2c0087dce0,876.0,rv,,rv,,8/17/26 14:55,,https://www.reuters.com/data/trumps-approval-rating-2025-01-21/,,,,,,,2026,U.S. House,,,2026-11-03,general,NONE,15.0,Don't know,Don't know,d8390906-54c4-4050-9005-4934a65fa7b1,e8c18a2e-fccf-45f1-95dc-b5ecfe47f91c,,,
