,district,cvap_white_pct,cvap_aapi_pct,cvap_hisp_pct,cvap_black_pct,cvap_natam_pct,college,cd_fullname,urban,rural,total,seat_number,state,urban_pct,rural_pct
15,ID-01,86.149071473319,1.131476965382617,8.87497960901398,0.5520302567961958,0.7177627078681104,28.26,"Congressional District 1 (119th Congress), Idaho",639476,280077,919553,1,Idaho,69.54204923479125,30.457950765208746
16,IL-01,38.67941449839384,1.5764480366418632,7.364246281731429,50.28997874757445,0.0971125327709503,31.830000000000002,"Congressional District 1 (119th Congress), Illinois",736733,16944,753677,1,Illinois,97.7518220670128,2.248177932987208
17,IN-01,65.8467853364805,1.1402299821696054,14.01085313070401,17.165407274026588,0.07621481665320147,25.36,"Congressional District 1 (119th Congress), Indiana",673820,80127,753947,1,Indiana,89.37232988525719,10.627670114742815
18,IA-01,88.49997855273881,1.5729091395028854,4.361383051384339,3.4617529341503093,0.09552280173821802,31.490000000000002,"Congressional District 1 (119th Congress), Iowa",495488,302096,797584,1,Iowa,62.12361331220285,37.87638668779715
19,KS-01,82.28325808576916,1.3182477365072314,10.279271426891656,2.761731807602648,0.5201693956740272,29.409999999999997,"Congressional District 1 (119th Congress), Kansas",424301,310169,734470,1,Kansas,57.76968426212099,42.23031573787902
20,KY-01,88.02778788073904,0.5119736042976547,2.3524334408211067,6.753979454927355,0.10858991471167116,20.29,"Congressional District 1 (119th Congress), Kentucky",300585,450388,750973,1,Kentucky,40.026072841500294,59.973927158499706
21,LA-01,75.59151846258573,1.888694258320457,7.77281771204281,11.850318398888447,0.444306005918247,35.099999999999994,"Congressional District 1 (119th Congress), Louisiana",654503,121824,776327,1,Louisiana,84.30764355741846,15.69235644258154
22,ME-01,93.87797103991095,1.195485075227867,1.8354633131043419,1.0111512986583007,0.13386569405246176,41.27,"Congressional District 1 (119th Congress), Maine",343548,337631,681179,1,Maine,50.43432049431941,49.56567950568059
23,MD-01,77.57375959499994,2.0594105275172763,3.651513294939346,14.35376741703357,0.06697406475502432,33.61,"Congressional District 1 (119th Congress), Maryland",470636,302112,772748,1,Maryland,60.90420162847396,39.09579837152604
24,MA-01,75.71682498739222,1.599907405110907,15.911770298535844,4.965235579586134,0.06184015807270352,31.509999999999998,"Congressional District 1 (119th Congress), Massachusetts",610635,170468,781103,1,Massachusetts,78.17598959420205,21.824010405797956
25,MI-01,92.29399433116369,0.4643420773694087,1.7509009680990555,1.191240784215196,1.6383093991190534,26.479999999999997,"Congressional District 1 (119th Congress), Michigan",266660,508715,775375,1,Michigan,34.391101080122525,65.60889891987748
26,MN-01,88.72529823857963,2.326326498874872,4.482150652874089,2.7207302746586675,0.22652454390622748,31.35,"Congressional District 1 (119th Congress), Minnesota",412155,301156,713311,1,Minnesota,57.78054733489319,42.21945266510681
27,MS-01,67.30894845786516,0.6713523692224451,2.228882746493287,27.719092784385897,0.09308517738688728,23.119999999999997,"Congressional District 1 (119th Congress), Mississippi",297526,442793,740319,1,Mississippi,40.188891545401376,59.811108454598624
28,MO-01,47.26518840283336,2.215985417158814,2.892063704732724,44.57638891337383,0.09766554662736539,36.22,"Congressional District 1 (119th Congress), Missouri",766606,2758,769364,1,Missouri,99.64152208837429,0.35847791162570647
29,MT-01,89.18015372117728,0.8141330643361512,3.4714473179136056,0.29994376054489785,3.499343873023808,37.230000000000004,"Congressional District 1 (119th Congress), Montana",274500,267612,542112,1,Montana,50.63529307596954,49.36470692403046
30,NE-01,85.22301640013241,2.1778010039537707,7.119493817418661,2.762850795646896,0.32125687849910783,35.33,"Congressional District 1 (119th Congress), Nebraska",534018,119804,653822,1,Nebraska,81.67635839723961,18.323641602760386
31,NV-01,50.466548510573936,8.950324024339638,25.813357326518027,10.401743642646334,0.319564399595115,24.099999999999998,"Congressional District 1 (119th Congress), Nevada",772169,1589,773758,1,Nevada,99.79463863378473,0.2053613662152766
32,NH-01,91.57732412982817,2.079922914077136,3.316449892359109,1.1369457210506897,0.06537258793060834,39.65,"Congressional District 1 (119th Congress), New Hampshire",470594,218170,688764,1,New Hampshire,68.32441881399144,31.67558118600856
33,NJ-01,66.2242927530459,4.1803555501675564,11.510958322870032,15.826398690716381,0.03273209043755358,34.12,"Congressional District 1 (119th Congress), New Jersey",757762,13982,771744,1,New Jersey,98.18825931915246,1.811740680847535
34,NM-01,51.75275456325777,2.1178699382561703,37.1125497117222,2.3399871146486,4.006322217740537,37.91,"Congressional District 1 (119th Congress), New Mexico",621207,84625,705832,1,New Mexico,88.01060308968707,11.989396910312935
35,NY-01,79.02881791358033,4.5305249098801355,10.394108307381993,4.313998732529694,0.1534933798526736,45.09,"Congressional District 1 (119th Congress), New York",749764,27207,776971,1,New York,96.49832490530534,3.501675094694654
36,NC-01,52.178273157859365,0.6798702516085899,3.859554794641688,40.424335251732394,0.5700368941036643,19.15,"Congressional District 1 (119th Congress), North Carolina",289957,455713,745670,1,North Carolina,38.88543189346494,61.11456810653506
37,OH-01,74.07002094935166,2.6376750822036192,2.8500663935921233,17.284323100708594,0.09682043729427789,45.08,"Congressional District 1 (119th Congress), Ohio",739989,46641,786630,1,Ohio,94.07078296022272,5.929217039777278
38,OK-01,68.68702904072475,2.5960968588603843,7.785115570231141,8.376725086783507,5.279506392346118,32.08,"Congressional District 1 (119th Congress), Oklahoma",721020,70851,791871,1,Oklahoma,91.05270934280962,8.947290657190376
39,OR-01,74.38325747065815,7.599643808497383,10.968175894396099,2.2147314996350183,0.3286745624997611,46.26,"Congressional District 1 (119th Congress), Oregon",616930,89279,706209,1,Oregon,87.35799175598159,12.642008244018413
40,PA-01,85.11678796097935,4.701466251707961,4.7351575408081485,3.542519938266668,0.05019661759876397,43.230000000000004,"Congressional District 1 (119th Congress), Pennsylvania",690108,74758,764866,1,Pennsylvania,90.22600037130687,9.773999628693131
41,RI-01,73.82881093867478,2.759647400590996,13.250703775031786,7.244324213607898,0.23105302729423166,36.5,"Congressional District 1 (119th Congress), Rhode Island",534089,13989,548078,1,Rhode Island,97.44762606782247,2.5523739321775367
42,SC-01,73.72547866951142,1.616773921372676,5.134394008029407,17.173144020996794,0.12777199528332878,41.03,"Congressional District 1 (119th Congress), South Carolina",613717,117486,731203,1,South Carolina,83.93250574737795,16.06749425262205
43,TN-01,92.76486418367928,0.6044049854874509,2.551769555355009,2.142816491459141,0.09577469369171605,22.55,"Congressional District 1 (119th Congress), Tennessee",422010,345861,767871,1,Tennessee,54.95845005215719,45.0415499478428
44,TX-01,67.57915354316586,0.8571828297974615,10.717565521843007,17.984875987401438,0.22115639864830933,21.85,"Congressional District 1 (119th Congress), Texas",407191,359796,766987,1,Texas,53.08968730891136,46.910312691088635
45,UT-01,84.2289047666718,1.9644938688041156,10.042537451451821,1.0182179743214284,0.332562444537577,36.91,"Congressional District 1 (119th Congress), Utah",736995,80909,817904,1,Utah,90.1077632582797,9.8922367417203
46,VA-01,75.53780290120122,4.0975934161852114,4.124527203956939,13.351012095265805,0.1333388752649736,46.9,"Congressional District 1 (119th Congress), Virginia",578629,205627,784256,1,Virginia,73.78062775420271,26.219372245797288
47,WA-01,71.47434766759562,13.970124214594529,7.136753644320583,2.647350493683439,0.3907918925381091,50.17,"Congressional District 1 (119th Congress), Washington",745149,26882,772031,1,Washington,96.51801546829078,3.4819845317092186
48,WV-01,92.91081082637159,0.4480761369590125,1.0416726640450926,3.35819606533592,0.07067310737130586,20.78,"Congressional District 1 (119th Congress), West Virginia",371017,525050,896067,1,West Virginia,41.40505118478864,58.59494881521137
49,WI-01,81.89732328887246,1.444887724523776,8.70592413025912,5.624463262710482,0.1454852467451526,29.74,"Congressional District 1 (119th Congress), Wisconsin",630929,105786,736715,1,Wisconsin,85.64085161833273,14.359148381667266
50,CA-10,55.40348888036297,19.556092560885524,14.945609122473483,5.550942654320634,0.17923507281066936,54.75,"Congressional District 10 (119th Congress), California",751002,9264,760266,10,California,98.78147911388908,1.2185208861109138
51,FL-10,42.1888782811031,4.780219181861412,26.82781627637678,23.77567800086395,0.10527118219537605,35.730000000000004,"Congressional District 10 (119th Congress), Florida",752549,16672,769221,10,Florida,97.83261247417843,2.167387525821578
52,GA-10,65.2754027350364,1.8526740120900695,5.079618560164216,24.8719165005309,0.13302115002523687,28.449999999999996,"Congressional District 10 (119th Congress), Georgia",376479,388658,765137,10,Georgia,49.20412945655484,50.79587054344516
53,IL-10,67.74013504547052,6.740759533195425,16.745052886304205,6.743686819405956,0.1280199836071972,46.58,"Congressional District 10 (119th Congress), Illinois",729163,24514,753677,10,Illinois,96.74741301645135,3.2525869835486554
54,MI-10,76.55112808538912,5.150983583876637,2.3161235334206722,13.269372340770778,0.12332162176472898,29.34,"Congressional District 10 (119th Congress), Michigan",775212,6,775218,10,Michigan,99.99922602416352,0.0007739758364743853
55,NJ-10,22.251755535999713,6.366424613223341,17.878031405087313,51.35763446138619,0.15465079849699379,31.480000000000004,"Congressional District 10 (119th Congress), New Jersey",773536,0,773536,10,New Jersey,100.0,0.0
56,NY-10,56.83350849535821,16.503248459370372,17.16667462857689,6.8784932881096825,0.15665058360801926,60.57,"Congressional District 10 (119th Congress), New York",776972,0,776972,10,New York,100.0,0.0
57,NC-10,73.73443646404938,1.9703807284052628,6.065276806712007,16.104507863867173,0.11282018686836585,30.34,"Congressional District 10 (119th Congress), North Carolina",510700,234970,745670,10,North Carolina,68.48874166856652,31.511258331433478
58,OH-10,76.49011336098835,1.558650788201347,2.7813551402651733,15.97738474240478,0.041197818190343974,31.05,"Congressional District 10 (119th Congress), Ohio",709716,76914,786630,10,Ohio,90.2223408718203,9.777659128179703
59,PA-10,77.69718763088804,3.1695764249983824,7.640626968641352,9.11525639584972,0.03933026182717159,33.19,"Congressional District 10 (119th Congress), Pennsylvania",640500,124364,764864,10,Pennsylvania,83.74037737427831,16.259622625721697
60,TX-10,64.24696881476277,3.879881708117789,18.93643492619146,10.586273964990275,0.14600658710929965,39.519999999999996,"Congressional District 10 (119th Congress), Texas",475065,291922,766987,10,Texas,61.93912021976904,38.060879780230955
61,VA-10,61.275070423616285,13.650476270887221,12.261960501370094,9.522731284971945,0.11455830768404165,54.36,"Congressional District 10 (119th Congress), Virginia",655674,128601,784275,10,Virginia,83.60256287654202,16.39743712345797
62,WA-10,67.73709457300289,8.625922257591245,9.483076716648217,6.888838277640362,0.7921837400182553,30.42,"Congressional District 10 (119th Congress), Washington",728333,41297,769630,10,Washington,94.63417486324597,5.365825136754024
63,CA-11,46.424149093890726,31.51124330667417,11.969045508137492,5.429066941587371,0.21340904758114818,64.01,"Congressional District 11 (119th Congress), California",759192,0,759192,11,California,100.0,0.0
64,FL-11,66.24321053760589,3.5315848164941563,16.228391210583457,12.061294701558403,0.09579343986873842,33.56,"Congressional District 11 (119th Congress), Florida",687865,81356,769221,11,Florida,89.42358567953814,10.57641432046187
65,GA-11,74.65671051435963,3.2729870773134064,7.291972896745008,12.395302720124862,0.06877370777588324,40.86,"Congressional District 11 (119th Congress), Georgia",637091,128044,765135,11,Georgia,83.26517542655871,16.734824573441287
66,IL-11,71.96748824341431,6.583115194492017,13.809477440529719,6.013185705366502,0.06186169329201583,44.28,"Congressional District 11 (119th Congress), Illinois",710710,42967,753677,11,Illinois,94.29901668751998,5.700983312480014
67,MI-11,74.36223025342854,5.773900407329532,3.782149815699238,13.316094229012762,0.11755492608262774,49.59,"Congressional District 11 (119th Congress), Michigan",772872,2696,775568,11,Michigan,99.65238380129145,0.3476161987085594
68,NJ-11,68.83687600211395,9.715780327663271,13.897114807549332,5.693171741058232,0.058939976173201125,58.040000000000006,"Congressional District 11 (119th Congress), New Jersey",755267,17996,773263,11,New Jersey,97.67271937232222,2.3272806276777755
69,NY-11,58.92066294008041,16.876728449543986,15.48180837501226,6.848092576247916,0.18985976267529664,36.4,"Congressional District 11 (119th Congress), New York",776971,0,776971,11,New York,100.0,0.0
70,NC-11,88.72503477721806,0.7937681884434931,3.882084871369998,3.3289733698750346,1.1281613197559528,33.48,"Congressional District 11 (119th Congress), North Carolina",367573,378097,745670,11,North Carolina,49.29432590824359,50.7056740917564
71,OH-11,46.22129542077536,1.978083209509658,6.697453734972308,42.3650884776442,0.06956639200324193,31.66,"Congressional District 11 (119th Congress), Ohio",783646,2984,786630,11,Ohio,99.62066028501329,0.3793397149867155
72,PA-11,85.90629051513876,1.7974610798107613,7.497374533487953,3.1642430275477285,0.04566772369487803,29.39,"Congressional District 11 (119th Congress), Pennsylvania",522117,242747,764864,11,Pennsylvania,68.26272383064179,31.737276169358214
73,TX-11,50.44366969275068,1.841637044427668,33.63410812717899,11.605594904342615,0.1602825525328437,23.44,"Congressional District 11 (119th Congress), Texas",612219,154768,766987,11,Texas,79.82130075216398,20.17869924783601
74,VA-11,56.90540960305731,20.264126434293136,10.462268324595009,8.848329677984129,0.10636595536395041,67.5,"Congressional District 11 (119th Congress), Virginia",777178,7319,784497,11,Virginia,99.06704550814088,0.9329544918591148
75,CA-12,40.15171557068749,21.003807267164333,16.51521948339257,17.12426720650878,0.24653300973479492,53.47,"Congressional District 12 (119th Congress), California",758470,78,758548,12,California,99.98971719653865,0.010282803461349842
76,FL-12,79.2980774634256,1.681517049321586,12.371451049933501,4.444968249111787,0.13658813759342628,22.96,"Congressional District 12 (119th Congress), Florida",661644,107577,769221,12,Florida,86.01481238811733,13.98518761188267
77,GA-12,55.14127580189378,1.4955374813703186,4.050858600287061,36.60676485469709,0.1445628865766476,23.36,"Congressional District 12 (119th Congress), Georgia",430359,334777,765136,12,Georgia,56.24607912841638,43.75392087158361
78,IL-12,89.87275618784253,0.6643397183088843,2.0992719778080424,5.035241673256995,0.11334788108682448,23.810000000000002,"Congressional District 12 (119th Congress), Illinois",298722,454955,753677,12,Illinois,39.635281426924266,60.364718573075734
79,MI-12,48.29248636948762,1.3632295310533205,2.592026016538474,44.71556891565663,0.15654139788972213,26.39,"Congressional District 12 (119th Congress), Michigan",775247,0,775247,12,Michigan,100.0,0.0
80,NJ-12,49.8590764395051,16.204806235115825,14.711377322332076,17.345425096020463,0.04931322316037623,48.49,"Congressional District 12 (119th Congress), New Jersey",741980,32716,774696,12,New Jersey,95.77692410958622,4.223075890413789
81,NY-12,70.8102501237653,10.439987886415194,10.87665723088529,5.185629806672265,0.08196617263309076,79.23,"Congressional District 12 (119th Congress), New York",776971,0,776971,12,New York,100.0,0.0
82,NC-12,43.77873441506935,3.8557060676303205,8.160381354300632,41.46611938114637,0.19310297028178017,43.4,"Congressional District 12 (119th Congress), North Carolina",745069,601,745670,12,North Carolina,99.91940134375797,0.08059865624203735
83,OH-12,91.07232437002156,1.4126714441025203,1.58816573108091,3.71284726733849,0.051316042677842164,26.52,"Congressional District 12 (119th Congress), Ohio",383177,403453,786630,12,Ohio,48.71121111577234,51.28878888422766
84,PA-12,79.15950210878201,2.6196605407626072,2.36836263761749,13.504653235398385,0.05748211759482892,39.71,"Congressional District 12 (119th Congress), Pennsylvania",741651,23213,764864,12,Pennsylvania,96.9650813739436,3.034918626056397
85,TX-12,63.03742315074972,3.552799955490027,18.949425543160764,11.854605391270482,0.1672601329735444,33.53,"Congressional District 12 (119th Congress), Texas",677774,89213,766987,12,Texas,88.36838173267604,11.631618267323958
86,CA-13,30.988854102589997,7.645130785262443,54.613749667183875,3.808564162359184,0.3298322606707737,13.13,"Congressional District 13 (119th Congress), California",619076,148996,768072,13,California,80.60129779499839,19.398702205001612
87,FL-13,79.54480718755984,3.1602476315844528,8.939068919403867,6.3723131538589035,0.09864710246263722,33.45,"Congressional District 13 (119th Congress), Florida",767477,1744,769221,13,Florida,99.77327712061943,0.22672287938056815
88,GA-13,28.490657426554144,6.0614020380409475,8.445760912088526,54.02000782428883,0.11717803982935598,30.75,"Congressional District 13 (119th Congress), Georgia",740949,24187,765136,13,Georgia,96.83886263357103,3.161137366428975
89,IL-13,72.9255747878294,2.429096477256963,3.589647234011916,17.9875709210829,0.12783794082578392,30.85,"Congressional District 13 (119th Congress), Illinois",679099,74578,753677,13,Illinois,90.10477963371576,9.895220366284232
90,MI-13,41.82691351821292,1.9943570936682686,6.7756447680208804,46.32858632724881,0.19773669208565217,21.42,"Congressional District 13 (119th Congress), Michigan",775534,132,775666,13,Michigan,99.9829823661215,0.01701763387849925
91,NY-13,19.55671268675693,5.08346602089878,44.9251407401032,27.714161642795947,0.1285145904159804,34.4,"Congressional District 13 (119th Congress), New York",776971,0,776971,13,New York,100.0,0.0
92,NC-13,68.86200708971815,0.9711894522428219,7.520127664136465,19.970895951268293,0.27311408048956665,29.07,"Congressional District 13 (119th Congress), North Carolina",337881,407789,745670,13,North Carolina,45.312403610176084,54.68759638982391
93,OH-13,81.26652965442776,2.1515668911746344,2.0119601416933985,11.513499459292957,0.07700728174231873,32.46,"Congressional District 13 (119th Congress), Ohio",754106,32524,786630,13,Ohio,95.86540050595579,4.134599494044214
94,PA-13,93.23165141049556,0.4947092896520395,2.596849369091735,2.118613749024476,0.04276498063927822,21.14,"Congressional District 13 (119th Congress), Pennsylvania",339886,424978,764864,13,Pennsylvania,44.43744247343319,55.56255752656681
95,TX-13,66.74447049968155,1.7203694053615888,21.940680910196285,6.567729141335186,0.32967112500723755,24.97,"Congressional District 13 (119th Congress), Texas",558455,208532,766987,13,Texas,72.8115339634179,27.188466036582103
96,CA-14,32.79485389533912,36.23665400411997,20.679708947010024,6.336269845008716,0.2584615648166786,46.32,"Congressional District 14 (119th Congress), California",752075,7341,759416,14,California,99.03333614250951,0.9666638574904928
97,FL-14,54.64328764832531,3.391362816073133,22.580459730070583,16.705279440352847,0.08448358753893213,39.379999999999995,"Congressional District 14 (119th Congress), Florida",763658,5563,769221,14,Florida,99.27680081537036,0.7231991846296448
98,GA-14,76.14037760448959,1.3383382993271993,7.521266381579647,12.508813015273532,0.0797157160419907,25.929999999999996,"Congressional District 14 (119th Congress), Georgia",526315,238821,765136,14,Georgia,68.78711758432487,31.212882415675118
99,IL-14,66.09881610930296,4.5790090673817705,17.839820824641105,9.446968363414369,0.08033677776487728,32.34,"Congressional District 14 (119th Congress), Illinois",683702,69975,753677,14,Illinois,90.71551871690393,9.284481283096074
100,NY-14,24.177610462023807,11.528585315749895,45.6429632618624,16.771519231121953,0.24348416206599294,27.650000000000002,"Congressional District 14 (119th Congress), New York",776969,1,776970,14,New York,99.999871294902,0.00012870509800893214
101,NC-14,73.80695626697636,2.546783692818705,5.348245754919281,15.543499171368715,0.15496022746325872,33.489999999999995,"Congressional District 14 (119th Congress), North Carolina",538880,206791,745671,14,North Carolina,72.26779638741483,27.732203612585177
102,OH-14,90.1013480748715,0.734490673390877,2.4313839588788673,4.860828241683639,0.05802864255002748,27.060000000000002,"Congressional District 14 (119th Congress), Ohio",527205,259425,786630,14,Ohio,67.02070859234965,32.97929140765036
103,PA-14,93.8760489459134,0.5734727249583033,1.2502488747596932,2.9757261431103306,0.019420391084245328,26.13,"Congressional District 14 (119th Congress), Pennsylvania",423811,341055,764866,14,Pennsylvania,55.409836494235584,44.59016350576441
104,TX-14,59.163183832449576,2.558038237379901,20.096763394062442,16.099693654582044,0.20429027578287273,25.05,"Congressional District 14 (119th Congress), Texas",646079,120908,766987,14,Texas,84.23597792400653,15.764022075993465
105,CA-15,34.80065120198306,38.501908201790805,20.53208765047797,3.0829832577279106,0.13968937010933813,47.9,"Congressional District 15 (119th Congress), California",758892,166,759058,15,California,99.97813078842461,0.021869211575400036
106,FL-15,57.68824844103526,3.887926990784173,22.06607665139893,13.902033552232218,0.10140168864852933,31.94,"Congressional District 15 (119th Congress), Florida",726140,43081,769221,15,Florida,94.39939887236568,5.600601127634321
107,IL-15,92.38627865163106,0.6509712753959112,2.1653560306814907,2.874014864045625,0.10086686782467817,25.069999999999997,"Congressional District 15 (119th Congress), Illinois",338079,415598,753677,15,Illinois,44.8572797100084,55.1427202899916
108,NY-15,11.57053736122229,2.9689294539379807,48.00164445063167,35.63019872620332,0.31170605227438836,21.790000000000003,"Congressional District 15 (119th Congress), New York",776971,0,776971,15,New York,100.0,0.0
109,OH-15,79.96044146349128,2.835086641225372,3.4300358575613368,10.571870493800867,0.0778601380533569,32.53,"Congressional District 15 (119th Congress), Ohio",669039,117591,786630,15,Ohio,85.05129476373898,14.948705236261011
110,PA-15,93.82855372996875,0.9464751420536451,1.8776287543925838,1.9275472866888859,0.08797523513605683,24.45,"Congressional District 15 (119th Congress), Pennsylvania",293385,471479,764864,15,Pennsylvania,38.357799556522465,61.642200443477535
111,TX-15,21.55741253040534,1.2364288366758147,74.61991953434513,1.7387349181829967,0.1311796722046315,21.790000000000003,"Congressional District 15 (119th Congress), Texas",589674,177313,766987,15,Texas,76.88187674628124,23.11812325371877
112,CA-16,50.602279725703006,28.334000344219092,15.388044814837087,2.1938782915950408,0.17874509332277175,62.19,"Congressional District 16 (119th Congress), California",739774,19049,758823,16,California,97.4896649152701,2.510335084729904
113,FL-16,67.86543995353625,2.3677367406742524,15.79783653211542,11.642004804773093,0.07886955833047335,33.54,"Congressional District 16 (119th Congress), Florida",729477,39744,769221,16,Florida,94.83321438182266,5.166785618177351
114,IL-16,89.48122472559214,1.3660400835444164,5.17673199129005,2.269386304048349,0.0568813047149269,30.769999999999996,"Congressional District 16 (119th Congress), Illinois",444418,309259,753677,16,Illinois,58.966639555141,41.03336044485901
115,NY-16,46.37767803258902,5.683275497887749,24.050807181653592,21.90819251659626,0.13069553409776705,47.3,"Congressional District 16 (119th Congress), New York",776955,17,776972,16,New York,99.99781201896593,0.002187981034065578
116,PA-16,91.85297580551548,0.7009601512362569,2.1320663980233157,3.6988209541813837,0.05638193788037079,28.95,"Congressional District 16 (119th Congress), Pennsylvania",459985,304880,764865,16,Pennsylvania,60.13937100011113,39.86062899988887
117,TX-16,14.36045988952263,1.2853732357083636,79.31496039396269,3.563244798273916,0.2649059543906264,26.119999999999997,"Congressional District 16 (119th Congress), Texas",760343,6643,766986,16,Texas,99.13388249589954,0.866117504100466
118,CA-17,28.724794908695213,49.618552548832106,15.891013668042971,2.601238438220587,0.244013312386502,62.43,"Congressional District 17 (119th Congress), California",756875,2062,758937,17,California,99.72830419389224,0.27169580610775335
119,FL-17,81.82377030518107,1.50344099013087,10.319023954877037,4.8398505210815665,0.09076806785444323,31.39,"Congressional District 17 (119th Congress), Florida",729840,39381,769221,17,Florida,94.88040498114326,5.11959501885674
120,IL-17,76.24057842197604,1.3355750576048175,8.078417514006315,11.622697815211241,0.11976090654187259,24.01,"Congressional District 17 (119th Congress), Illinois",613433,140243,753676,17,Illinois,81.3921366741146,18.607863325885393
121,NY-17,70.96192426138998,4.840492513028774,14.978446455816641,7.686273479475809,0.05986574309526535,48.49,"Congressional District 17 (119th Congress), New York",677569,99402,776971,17,New York,87.20647231363847,12.793527686361525
122,PA-17,87.73631169642145,1.6972189840103034,1.9181527089834505,6.8582783120120405,0.029016641298316527,43.34,"Congressional District 17 (119th Congress), Pennsylvania",693227,71637,764864,17,Pennsylvania,90.6340212116141,9.36597878838591
123,TX-17,61.10747132339141,1.6055005259001391,19.508416172934382,14.86792292464223,0.18663257464417632,25.419999999999998,"Congressional District 17 (119th Congress), Texas",489130,277857,766987,17,Texas,63.772919228096434,36.227080771903566
124,CA-18,27.652837345215374,14.21418152526506,52.48102913180308,2.881249742983137,0.2370602592665162,23.5,"Congressional District 18 (119th Congress), California",706528,56875,763403,18,California,92.54980658970425,7.450193410295741
125,FL-18,61.98003467838325,1.2989242967526893,22.16032860293251,12.575795835227177,0.22019089944952272,18.83,"Congressional District 18 (119th Congress), Florida",616604,152617,769221,18,Florida,80.15953802613294,19.84046197386707
126,NY-18,70.38977411647032,2.477807568348522,14.839235107801734,9.887961213603024,0.08300455656812625,34.56,"Congressional District 18 (119th Congress), New York",538901,238070,776971,18,New York,69.35921675326362,30.640783246736365
127,TX-18,23.164553501391136,5.476634609924902,30.471219382937516,38.62329157474801,0.19936447316676165,26.88,"Congressional District 18 (119th Congress), Texas",765837,1150,766987,18,Texas,99.85006264773718,0.1499373522628154
128,CA-19,56.800293762008266,17.94989725747943,19.159810983435086,2.2521753966899847,0.17525574356653784,46.39,"Congressional District 19 (119th Congress), California",655258,103287,758545,19,California,86.38353690288645,13.616463097113554
129,FL-19,78.4413222796534,1.601385605137752,13.110424213513813,5.2979867426273675,0.07091301710076212,36.32,"Congressional District 19 (119th Congress), Florida",754580,14641,769221,19,Florida,98.096645827402,1.903354172597992
